full_text,text_cleaned_initial,text_no_emojis,text_casefolded,text_slang_fixed,text_tokenized,text_stopwords_removed
Kabur aja dulu https://t.co/rJgqEdtlhd,Kabur aja dulu,Kabur aja dulu,kabur aja dulu,kabur saja dulu,"['kabur', 'saja', 'dulu']",['kabur']
@less_sugar05 Kabur aja dulu cik,sugar Kabur aja dulu cik,sugar Kabur aja dulu cik,sugar kabur aja dulu cik,sugar kabur saja dulu cik,"['sugar', 'kabur', 'saja', 'dulu', 'cik']","['sugar', 'kabur', 'cik']"
Kalau gini ada kemungkinan gua gak balik Indo balik buat cuti doang. Padahal thn depan pas abis kontrak tuh ya balik trs apply lg kerja ke negara lain. Tp kalau mau 'kabur aja dulu' bakal dipersulit krn dr negara lainnya udh mandang indo spt negara konflik ya gmn lg ajg ah,Kalau gini ada kemungkinan gua gak balik Indo balik buat cuti doang Padahal thn depan pas abis kontrak tuh ya balik trs apply lg kerja ke negara lain Tp kalau mau kabur aja dulu bakal dipersulit krn dr negara lainnya udh mandang indo spt negara konflik ya gmn lg ajg ah,Kalau gini ada kemungkinan gua gak balik Indo balik buat cuti doang Padahal thn depan pas abis kontrak tuh ya balik trs apply lg kerja ke negara lain Tp kalau mau kabur aja dulu bakal dipersulit krn dr negara lainnya udh mandang indo spt negara konflik ya gmn lg ajg ah,kalau gini ada kemungkinan gua gak balik indo balik buat cuti doang padahal thn depan pas abis kontrak tuh ya balik trs apply lg kerja ke negara lain tp kalau mau kabur aja dulu bakal dipersulit krn dr negara lainnya udh mandang indo spt negara konflik ya gmn lg ajg ah,kalau gini ada kemungkinan saya gak balik indonesia balik buat cuti doang padahal tahun depan pas habis kontrak tuh iya balik terus apply lagi kerja ke negara lain tapi kalau mau kabur saja dulu bakal dipersulit karena dr negara lainnya udh mandang indonesia seperti negara konflik iya gmn lagi ajg ah,"['kalau', 'gini', 'ada', 'kemungkinan', 'saya', 'gak', 'balik', 'indonesia', 'balik', 'buat', 'cuti', 'doang', 'padahal', 'tahun', 'depan', 'pas', 'habis', 'kontrak', 'tuh', 'iya', 'balik', 'terus', 'apply', 'lagi', 'kerja', 'ke', 'negara', 'lain', 'tapi', 'kalau', 'mau', 'kabur', 'saja', 'dulu', 'bakal', 'dipersulit', 'karena', 'dr', 'negara', 'lainnya', 'udh', 'mandang', 'indonesia', 'seperti', 'negara', 'konflik', 'iya', 'gmn', 'lagi', 'ajg', 'ah']","['gini', 'indonesia', 'cuti', 'doang', 'pas', 'habis', 'kontrak', 'tuh', 'apply', 'kerja', 'negara', 'kabur', 'dipersulit', 'dr', 'negara', 'udh', 'mandang', 'indonesia', 'negara', 'konflik', 'gmn', 'ajg', 'ah']"
Udah saatnya kabur aja dulu ke Japan,Udah saatnya kabur aja dulu ke Japan,Udah saatnya kabur aja dulu ke Japan,udah saatnya kabur aja dulu ke japan,sudah saatnya kabur saja dulu ke japan,"['sudah', 'saatnya', 'kabur', 'saja', 'dulu', 'ke', 'japan']","['kabur', 'japan']"
lelah dengan negara ini waktunya menikahi bang chan buat kabur aja dulu,lelah dengan negara ini waktunya menikahi bang chan buat kabur aja dulu,lelah dengan negara ini waktunya menikahi bang chan buat kabur aja dulu,lelah dengan negara ini waktunya menikahi bang chan buat kabur aja dulu,lelah dengan negara ini waktunya menikahi bang chan buat kabur saja dulu,"['lelah', 'dengan', 'negara', 'ini', 'waktunya', 'menikahi', 'bang', 'chan', 'buat', 'kabur', 'saja', 'dulu']","['lelah', 'negara', 'menikahi', 'bang', 'chan', 'kabur']"
Gua penasaran followers ig gua siapa yang milih 02 ya wkwk gua baru tau 3 orang doang karna temen deket‍️dan ga merasa bersalah malah pengen ikut kabur aja dulu LAWAK BETUL. Sengaja gua share tuh meme pas demo korea i didnt vote **piwwww**,Gua penasaran followers ig gua siapa yang milih  ya wkwk gua baru tau  orang doang karna temen deketdan ga merasa bersalah malah pengen ikut kabur aja dulu LAWAK BETUL Sengaja gua share tuh meme pas demo korea i didnt vote piwwww,Gua penasaran followers ig gua siapa yang milih  ya wkwk gua baru tau  orang doang karna temen deketdan ga merasa bersalah malah pengen ikut kabur aja dulu LAWAK BETUL Sengaja gua share tuh meme pas demo korea i didnt vote piwwww,gua penasaran followers ig gua siapa yang milih  ya wkwk gua baru tau  orang doang karna temen deketdan ga merasa bersalah malah pengen ikut kabur aja dulu lawak betul sengaja gua share tuh meme pas demo korea i didnt vote piwwww,saya penasaran followers ig saya siapa yang milih iya wkwk saya baru tahu orang doang karena teman deketdan ga merasa bersalah bahkan pengen ikut kabur saja dulu lawak betul sengaja saya share tuh meme pas demo korea i didnt vote piwwww,"['saya', 'penasaran', 'followers', 'ig', 'saya', 'siapa', 'yang', 'milih', 'iya', 'wkwk', 'saya', 'baru', 'tahu', 'orang', 'doang', 'karena', 'teman', 'deketdan', 'ga', 'merasa', 'bersalah', 'bahkan', 'pengen', 'ikut', 'kabur', 'saja', 'dulu', 'lawak', 'betul', 'sengaja', 'saya', 'share', 'tuh', 'meme', 'pas', 'demo', 'korea', 'i', 'didnt', 'vote', 'piwwww']","['penasaran', 'followers', 'ig', 'milih', 'wkwk', 'orang', 'doang', 'teman', 'deketdan', 'bersalah', 'pengen', 'kabur', 'lawak', 'sengaja', 'share', 'tuh', 'meme', 'pas', 'demo', 'korea', 'didnt', 'vote', 'piwwww']"
@yoonsag sekalian kabur aja dulu ya kak,sekalian kabur aja dulu ya kak,sekalian kabur aja dulu ya kak,sekalian kabur aja dulu ya kak,sekalian kabur saja dulu iya kak,"['sekalian', 'kabur', 'saja', 'dulu', 'iya', 'kak']","['kabur', 'kak']"
buat yang mau kabur aja dulu ke jepang jalur studi: cari banyak info &amp; konsultasi ke jasso rajin ikut japan study fair cek info di study in japan jpss mext dan web2 lain! kalau ga bisa bhs jepang jangan khawatir sekarang S1-S3 banyak yang open beasiswa pake bhs inggris!,buat yang mau kabur aja dulu ke jepang jalur studi cari banyak info amp konsultasi ke jasso rajin ikut japan study fair cek info di study in japan jpss mext dan web lain kalau ga bisa bhs jepang jangan khawatir sekarang SS banyak yang open beasiswa pake bhs inggris,buat yang mau kabur aja dulu ke jepang jalur studi cari banyak info amp konsultasi ke jasso rajin ikut japan study fair cek info di study in japan jpss mext dan web lain kalau ga bisa bhs jepang jangan khawatir sekarang SS banyak yang open beasiswa pake bhs inggris,buat yang mau kabur aja dulu ke jepang jalur studi cari banyak info amp konsultasi ke jasso rajin ikut japan study fair cek info di study in japan jpss mext dan web lain kalau ga bisa bhs jepang jangan khawatir sekarang ss banyak yang open beasiswa pake bhs inggris,buat yang mau kabur saja dulu ke jepang jalur studi cari banyak informasi amp konsultasi ke jasso rajin ikut japan study fair cek informasi di study in japan jpss mext dan web lain kalau ga bisa bhs jepang jangan khawatir sekarang ss banyak yang open beasiswa pakai bhs inggris,"['buat', 'yang', 'mau', 'kabur', 'saja', 'dulu', 'ke', 'jepang', 'jalur', 'studi', 'cari', 'banyak', 'informasi', 'amp', 'konsultasi', 'ke', 'jasso', 'rajin', 'ikut', 'japan', 'study', 'fair', 'cek', 'informasi', 'di', 'study', 'in', 'japan', 'jpss', 'mext', 'dan', 'web', 'lain', 'kalau', 'ga', 'bisa', 'bhs', 'jepang', 'jangan', 'khawatir', 'sekarang', 'ss', 'banyak', 'yang', 'open', 'beasiswa', 'pakai', 'bhs', 'inggris']","['kabur', 'jepang', 'jalur', 'studi', 'cari', 'informasi', 'amp', 'konsultasi', 'jasso', 'rajin', 'japan', 'study', 'fair', 'cek', 'informasi', 'study', 'japan', 'jpss', 'mext', 'web', 'bhs', 'jepang', 'khawatir', 'ss', 'open', 'beasiswa', 'pakai', 'bhs', 'inggris']"
Kalo liat semangat dari orang lain buat negara sampe begini tuh bikin galau jadi ingin menggagalkan niatan kabur aja dulu di otak gue itu ,Kalo liat semangat dari orang lain buat negara sampe begini tuh bikin galau jadi ingin menggagalkan niatan kabur aja dulu di otak gue itu,Kalo liat semangat dari orang lain buat negara sampe begini tuh bikin galau jadi ingin menggagalkan niatan kabur aja dulu di otak gue itu,kalo liat semangat dari orang lain buat negara sampe begini tuh bikin galau jadi ingin menggagalkan niatan kabur aja dulu di otak gue itu,kalau lihat semangat dari orang lain buat negara sampai begini tuh bikin galau jadi ingin menggagalkan niatan kabur saja dulu di otak saya itu,"['kalau', 'lihat', 'semangat', 'dari', 'orang', 'lain', 'buat', 'negara', 'sampai', 'begini', 'tuh', 'bikin', 'galau', 'jadi', 'ingin', 'menggagalkan', 'niatan', 'kabur', 'saja', 'dulu', 'di', 'otak', 'saya', 'itu']","['lihat', 'semangat', 'orang', 'negara', 'tuh', 'bikin', 'galau', 'menggagalkan', 'niatan', 'kabur', 'otak']"
@CNNIndonesia Gas mahal = jangan masak gorengan Cabai mahal = jangan makan pedas Kabur aja dulu = gak cinta negara Kalo semua solusinya begini isi aja instansi dengan anak kecil ,Gas mahal  jangan masak gorengan Cabai mahal  jangan makan pedas Kabur aja dulu  gak cinta negara Kalo semua solusinya begini isi aja instansi dengan anak kecil,Gas mahal  jangan masak gorengan Cabai mahal  jangan makan pedas Kabur aja dulu  gak cinta negara Kalo semua solusinya begini isi aja instansi dengan anak kecil,gas mahal  jangan masak gorengan cabai mahal  jangan makan pedas kabur aja dulu  gak cinta negara kalo semua solusinya begini isi aja instansi dengan anak kecil,gas mahal jangan masak gorengan cabai mahal jangan makan pedas kabur saja dulu gak cinta negara kalau semua solusinya begini isi saja instansi dengan anak kecil,"['gas', 'mahal', 'jangan', 'masak', 'gorengan', 'cabai', 'mahal', 'jangan', 'makan', 'pedas', 'kabur', 'saja', 'dulu', 'gak', 'cinta', 'negara', 'kalau', 'semua', 'solusinya', 'begini', 'isi', 'saja', 'instansi', 'dengan', 'anak', 'kecil']","['gas', 'mahal', 'masak', 'gorengan', 'cabai', 'mahal', 'makan', 'pedas', 'kabur', 'cinta', 'negara', 'solusinya', 'isi', 'instansi', 'anak']"
karena biasanya kalo tank momen itu pas keliatan aja wujudnya musuh dah pada kabur. apalagi khufra skill satunya kan harus kuda-kuda dulu.,karena biasanya kalo tank momen itu pas keliatan aja wujudnya musuh dah pada kabur apalagi khufra skill satunya kan harus kudakuda dulu,karena biasanya kalo tank momen itu pas keliatan aja wujudnya musuh dah pada kabur apalagi khufra skill satunya kan harus kudakuda dulu,karena biasanya kalo tank momen itu pas keliatan aja wujudnya musuh dah pada kabur apalagi khufra skill satunya kan harus kudakuda dulu,karena biasanya kalau tank momen itu pas kelihatan saja wujudnya musuh deh pada kabur apalagi khufra skill satunya kan harus kudakuda dulu,"['karena', 'biasanya', 'kalau', 'tank', 'momen', 'itu', 'pas', 'kelihatan', 'saja', 'wujudnya', 'musuh', 'deh', 'pada', 'kabur', 'apalagi', 'khufra', 'skill', 'satunya', 'kan', 'harus', 'kudakuda', 'dulu']","['tank', 'momen', 'pas', 'wujudnya', 'musuh', 'deh', 'kabur', 'khufra', 'skill', 'satunya', 'kudakuda']"
ya Allah mau kabur dulu aja juga bingung ini kita dimana mana udah ditolak ya,ya Allah mau kabur dulu aja juga bingung ini kita dimana mana udah ditolak ya,ya Allah mau kabur dulu aja juga bingung ini kita dimana mana udah ditolak ya,ya allah mau kabur dulu aja juga bingung ini kita dimana mana udah ditolak ya,iya allah mau kabur dulu saja juga bingung ini kita dimana mana sudah ditolak iya,"['iya', 'allah', 'mau', 'kabur', 'dulu', 'saja', 'juga', 'bingung', 'ini', 'kita', 'dimana', 'mana', 'sudah', 'ditolak', 'iya']","['allah', 'kabur', 'bingung', 'dimana', 'ditolak']"
PUAS BGT GW MENYENTIL ORANG-ORANG TOLOL 02 VOTERS ITU ‼️ kabur aja dulu pala lu peyaanggg tanggung jawab jir! https://t.co/KPqJbzupCB,PUAS BGT GW MENYENTIL ORANGORANG TOLOL  VOTERS ITU  kabur aja dulu pala lu peyaanggg tanggung jawab jir,PUAS BGT GW MENYENTIL ORANGORANG TOLOL  VOTERS ITU  kabur aja dulu pala lu peyaanggg tanggung jawab jir,puas bgt gw menyentil orangorang tolol  voters itu  kabur aja dulu pala lu peyaanggg tanggung jawab jir,puas banget saya menyentil orangorang tolol voters itu kabur saja dulu kepala kamu peyaanggg tanggung jawab anjing,"['puas', 'banget', 'saya', 'menyentil', 'orangorang', 'tolol', 'voters', 'itu', 'kabur', 'saja', 'dulu', 'kepala', 'kamu', 'peyaanggg', 'tanggung', 'jawab', 'anjing']","['puas', 'banget', 'menyentil', 'orangorang', 'tolol', 'voters', 'kabur', 'kepala', 'peyaanggg', 'tanggung', 'anjing']"
@ImamMauludin_ kabur aja dulu gasih,kabur aja dulu gasih,kabur aja dulu gasih,kabur aja dulu gasih,kabur saja dulu gasih,"['kabur', 'saja', 'dulu', 'gasih']","['kabur', 'gasih']"
@gurlspowerd @myhanother Semoga dikasih rezeki lebih untuk kabur aja dulu,Semoga dikasih rezeki lebih untuk kabur aja dulu,Semoga dikasih rezeki lebih untuk kabur aja dulu,semoga dikasih rezeki lebih untuk kabur aja dulu,semoga dikasih rezeki lebih untuk kabur saja dulu,"['semoga', 'dikasih', 'rezeki', 'lebih', 'untuk', 'kabur', 'saja', 'dulu']","['semoga', 'dikasih', 'rezeki', 'kabur']"
@skipberat aku bisa bikin nashi udhuk nashi gowreng seblaq dan i am geprex aku tag nama warung duluan ya. warung ka adul (warung KAbur Aja DULu),aku bisa bikin nashi udhuk nashi gowreng seblaq dan i am geprex aku tag nama warung duluan ya warung ka adul warung KAbur Aja DULu,aku bisa bikin nashi udhuk nashi gowreng seblaq dan i am geprex aku tag nama warung duluan ya warung ka adul warung KAbur Aja DULu,aku bisa bikin nashi udhuk nashi gowreng seblaq dan i am geprex aku tag nama warung duluan ya warung ka adul warung kabur aja dulu,aku bisa bikin nashi udhuk nashi gowreng seblaq dan i am geprex aku tag nama warung duluan iya warung kakak adul warung kabur saja dulu,"['aku', 'bisa', 'bikin', 'nashi', 'udhuk', 'nashi', 'gowreng', 'seblaq', 'dan', 'i', 'am', 'geprex', 'aku', 'tag', 'nama', 'warung', 'duluan', 'iya', 'warung', 'kakak', 'adul', 'warung', 'kabur', 'saja', 'dulu']","['bikin', 'nashi', 'udhuk', 'nashi', 'gowreng', 'seblaq', 'geprex', 'tag', 'nama', 'warung', 'duluan', 'warung', 'kakak', 'adul', 'warung', 'kabur']"
@kucingkucinganz kabur aja dulu,kabur aja dulu,kabur aja dulu,kabur aja dulu,kabur saja dulu,"['kabur', 'saja', 'dulu']",['kabur']
@sigembroot gua beneran mau kabur aja dulu kalo begini mulu keadaannya,gua beneran mau kabur aja dulu kalo begini mulu keadaannya,gua beneran mau kabur aja dulu kalo begini mulu keadaannya,gua beneran mau kabur aja dulu kalo begini mulu keadaannya,saya beneran mau kabur saja dulu kalau begini melulu keadaannya,"['saya', 'beneran', 'mau', 'kabur', 'saja', 'dulu', 'kalau', 'begini', 'melulu', 'keadaannya']","['beneran', 'kabur', 'melulu', 'keadaannya']"
Guys kalau kalian memang berencana kabur LAKUKAN. Rejeki orang beda-beda lakuin aja dulu sesuai niat who knows kamu dapet tempat lebih baik dan dituju. Kabar ini pun belum sepenuhnya benar karena aku pun dapat omongan dari kawanku yang dia dapatkan dari agennya.,Guys kalau kalian memang berencana kabur LAKUKAN Rejeki orang bedabeda lakuin aja dulu sesuai niat who knows kamu dapet tempat lebih baik dan dituju Kabar ini pun belum sepenuhnya benar karena aku pun dapat omongan dari kawanku yang dia dapatkan dari agennya,Guys kalau kalian memang berencana kabur LAKUKAN Rejeki orang bedabeda lakuin aja dulu sesuai niat who knows kamu dapet tempat lebih baik dan dituju Kabar ini pun belum sepenuhnya benar karena aku pun dapat omongan dari kawanku yang dia dapatkan dari agennya,guys kalau kalian memang berencana kabur lakukan rejeki orang bedabeda lakuin aja dulu sesuai niat who knows kamu dapet tempat lebih baik dan dituju kabar ini pun belum sepenuhnya benar karena aku pun dapat omongan dari kawanku yang dia dapatkan dari agennya,teman-teman kalau kalian memang berencana kabur lakukan rezeki orang bedabeda lakuin saja dulu sesuai niat who knows kamu dapat tempat lebih baik dan dituju kabar ini pun belum sepenuhnya benar karena aku pun dapat omongan dari kawanku yang dia dapatkan dari agennya,"['teman-teman', 'kalau', 'kalian', 'memang', 'berencana', 'kabur', 'lakukan', 'rezeki', 'orang', 'bedabeda', 'lakuin', 'saja', 'dulu', 'sesuai', 'niat', 'who', 'knows', 'kamu', 'dapat', 'tempat', 'lebih', 'baik', 'dan', 'dituju', 'kabar', 'ini', 'pun', 'belum', 'sepenuhnya', 'benar', 'karena', 'aku', 'pun', 'dapat', 'omongan', 'dari', 'kawanku', 'yang', 'dia', 'dapatkan', 'dari', 'agennya']","['teman-teman', 'berencana', 'kabur', 'lakukan', 'rezeki', 'orang', 'bedabeda', 'lakuin', 'sesuai', 'niat', 'knows', 'dituju', 'kabar', 'sepenuhnya', 'omongan', 'kawanku', 'dapatkan', 'agennya']"
Lu bayangin tuh. Kalok mahasiswa bisa meninggal gw dulu hampir men ilang nyawa!! Untung aja punya celah kabur. Saran!! Pakek helm dan rompi pas Demo Gila lu ikut Demo gak bawa armor,Lu bayangin tuh Kalok mahasiswa bisa meninggal gw dulu hampir men ilang nyawa Untung aja punya celah kabur Saran Pakek helm dan rompi pas Demo Gila lu ikut Demo gak bawa armor,Lu bayangin tuh Kalok mahasiswa bisa meninggal gw dulu hampir men ilang nyawa Untung aja punya celah kabur Saran Pakek helm dan rompi pas Demo Gila lu ikut Demo gak bawa armor,lu bayangin tuh kalok mahasiswa bisa meninggal gw dulu hampir men ilang nyawa untung aja punya celah kabur saran pakek helm dan rompi pas demo gila lu ikut demo gak bawa armor,kamu bayangin tuh kalok mahasiswa bisa meninggal saya dulu hampir men hilang nyawa untung saja punya celah kabur saran pakek helm dan rompi pas demo gila kamu ikut demo gak bawa armor,"['kamu', 'bayangin', 'tuh', 'kalok', 'mahasiswa', 'bisa', 'meninggal', 'saya', 'dulu', 'hampir', 'men', 'hilang', 'nyawa', 'untung', 'saja', 'punya', 'celah', 'kabur', 'saran', 'pakek', 'helm', 'dan', 'rompi', 'pas', 'demo', 'gila', 'kamu', 'ikut', 'demo', 'gak', 'bawa', 'armor']","['bayangin', 'tuh', 'kalok', 'mahasiswa', 'meninggal', 'men', 'hilang', 'nyawa', 'untung', 'celah', 'kabur', 'saran', 'pakek', 'helm', 'rompi', 'pas', 'demo', 'gila', 'demo', 'bawa', 'armor']"
kapan yh aing bisa ikutan Kabur Aja Dulu ,kapan yh aing bisa ikutan Kabur Aja Dulu,kapan yh aing bisa ikutan Kabur Aja Dulu,kapan yh aing bisa ikutan kabur aja dulu,kapan yh saya bisa ikutan kabur saja dulu,"['kapan', 'yh', 'saya', 'bisa', 'ikutan', 'kabur', 'saja', 'dulu']","['yh', 'ikutan', 'kabur']"
Gak pernah speakup apapun tapi pas rame kabur aja dulu ikutin jir waras kau???,Gak pernah speakup apapun tapi pas rame kabur aja dulu ikutin jir waras kau,Gak pernah speakup apapun tapi pas rame kabur aja dulu ikutin jir waras kau,gak pernah speakup apapun tapi pas rame kabur aja dulu ikutin jir waras kau,gak pernah speakup apapun tapi pas ramai kabur saja dulu ikutin anjing waras kamu,"['gak', 'pernah', 'speakup', 'apapun', 'tapi', 'pas', 'ramai', 'kabur', 'saja', 'dulu', 'ikutin', 'anjing', 'waras', 'kamu']","['speakup', 'apapun', 'pas', 'ramai', 'kabur', 'ikutin', 'anjing', 'waras']"
jw be like: kabur aja dulu,jw be like kabur aja dulu,jw be like kabur aja dulu,jw be like kabur aja dulu,jw be like kabur saja dulu,"['jw', 'be', 'like', 'kabur', 'saja', 'dulu']","['jw', 'like', 'kabur']"
Nabung ege lu biar bisa kabur aja dulu. 2025 kacau soalnya,Nabung ege lu biar bisa kabur aja dulu  kacau soalnya,Nabung ege lu biar bisa kabur aja dulu  kacau soalnya,nabung ege lu biar bisa kabur aja dulu  kacau soalnya,nabung ege kamu biar bisa kabur saja dulu kacau soalnya,"['nabung', 'ege', 'kamu', 'biar', 'bisa', 'kabur', 'saja', 'dulu', 'kacau', 'soalnya']","['nabung', 'ege', 'biar', 'kabur', 'kacau']"
kabur aja dulu https://t.co/qC9pm531DG,kabur aja dulu,kabur aja dulu,kabur aja dulu,kabur saja dulu,"['kabur', 'saja', 'dulu']",['kabur']
@AanSaputraa_ Mau ngomong Tau gitu lu kabur aja dari dulu,Mau ngomong Tau gitu lu kabur aja dari dulu,Mau ngomong Tau gitu lu kabur aja dari dulu,mau ngomong tau gitu lu kabur aja dari dulu,mau bicara tahu gitu kamu kabur saja dari dulu,"['mau', 'bicara', 'tahu', 'gitu', 'kamu', 'kabur', 'saja', 'dari', 'dulu']","['bicara', 'gitu', 'kabur']"
Tag kaburajadulu emang simple kalau diketik tapi susah kalau dijalani. Ga sesimple itu kabur aja dulu. Harus kuasai bahasa inggris minimal &amp; negara yg dituju harus mandiri dan KUAT MENTAL. Harus mau susah ga bole manja intinya.. Semangat!!,Tag kaburajadulu emang simple kalau diketik tapi susah kalau dijalani Ga sesimple itu kabur aja dulu Harus kuasai bahasa inggris minimal amp negara yg dituju harus mandiri dan KUAT MENTAL Harus mau susah ga bole manja intinya Semangat,Tag kaburajadulu emang simple kalau diketik tapi susah kalau dijalani Ga sesimple itu kabur aja dulu Harus kuasai bahasa inggris minimal amp negara yg dituju harus mandiri dan KUAT MENTAL Harus mau susah ga bole manja intinya Semangat,tag kaburajadulu emang simple kalau diketik tapi susah kalau dijalani ga sesimple itu kabur aja dulu harus kuasai bahasa inggris minimal amp negara yg dituju harus mandiri dan kuat mental harus mau susah ga bole manja intinya semangat,tag kaburajadulu emang simple kalau diketik tapi susah kalau dijalani ga sesimple itu kabur saja dulu harus kuasai bahasa inggris minimal amp negara yang dituju harus mandiri dan kuat mental harus mau susah ga boleh manja intinya semangat,"['tag', 'kaburajadulu', 'emang', 'simple', 'kalau', 'diketik', 'tapi', 'susah', 'kalau', 'dijalani', 'ga', 'sesimple', 'itu', 'kabur', 'saja', 'dulu', 'harus', 'kuasai', 'bahasa', 'inggris', 'minimal', 'amp', 'negara', 'yang', 'dituju', 'harus', 'mandiri', 'dan', 'kuat', 'mental', 'harus', 'mau', 'susah', 'ga', 'boleh', 'manja', 'intinya', 'semangat']","['tag', 'kaburajadulu', 'emang', 'simple', 'diketik', 'susah', 'dijalani', 'sesimple', 'kabur', 'kuasai', 'bahasa', 'inggris', 'minimal', 'amp', 'negara', 'dituju', 'mandiri', 'kuat', 'mental', 'susah', 'manja', 'intinya', 'semangat']"
@taesarnz halo bub.. ini pelopor kabur aja dulu ya?,halo bub ini pelopor kabur aja dulu ya,halo bub ini pelopor kabur aja dulu ya,halo bub ini pelopor kabur aja dulu ya,halo bub ini pelopor kabur saja dulu iya,"['halo', 'bub', 'ini', 'pelopor', 'kabur', 'saja', 'dulu', 'iya']","['halo', 'bub', 'pelopor', 'kabur']"
